,County,State,Population,Percent Republican,Latitude,Longitude,March,April,May,June,July,August
687,ROSCOMMON,MI,23851.0,0.6438939938740178,44.3356,-84.6116,248.0,215.0,108.0,,11.0,16.0
688,DICKINSON,MI,25439.0,0.6591952841181712,46.0091,-87.8702,117.0,163.0,79.0,,30.0,18.0
689,MIDLAND,MI,83355.0,0.5637834093872229,43.6468,-84.3881,677.0,1113.0,530.0,45.0,109.0,127.0
690,BARRY,MI,60540.0,0.6536972566494917,42.595,-85.309,462.0,1059.0,334.0,34.0,77.0,111.0
691,MANISTEE,MI,24457.0,0.5677925622654384,44.333,-86.0568,71.0,185.0,99.0,15.0,19.0,28.0
692,HILLSDALE,MI,45757.0,0.7311389580293537,41.8878,-84.5929,285.0,442.0,193.0,28.0,64.0,81.0
693,GRATIOT,MI,40916.0,0.6327181471218696,43.2927,-84.6049,113.0,385.0,188.0,127.0,13.0,39.0
694,ST. JOSEPH,MI,60836.0,0.6488760022909508,41.9144,-85.5278,411.0,595.0,260.0,233.0,68.0,92.0
695,LENAWEE,MI,98381.0,0.5909320843091335,41.8951,-84.0664,755.0,1553.0,307.0,38.0,109.0,149.0
696,CLARE,MI,30651.0,0.6670966156869971,43.9879,-84.8478,102.0,374.0,162.0,15.0,24.0,58.0
697,JACKSON,MI,158636.0,0.5858448448572241,42.2485,-84.4234,1277.0,1831.0,890.0,1655.0,221.0,308.0
698,BROWN,MN,25163.0,0.6526819268875982,44.2421,-94.7276,351.0,193.0,41.0,,17.0,104.0
699,MOWER,MN,39807.0,0.5182217627293875,43.6714,-92.7525,325.0,189.0,109.0,12.0,91.0,180.0
700,TODD,MN,24494.0,0.7356868069699027,46.0706,-94.8976,123.0,154.0,67.0,16.0,42.0,59.0
701,BENTON,MN,40129.0,0.6460916442048518,45.6991,-93.9988,499.0,523.0,227.0,14.0,82.0,89.0
702,CASS,MN,29268.0,0.6353545847230576,46.9496,-94.3254,122.0,301.0,191.0,25.0,36.0,74.0
703,GOODHUE,MN,46246.0,0.5605531498812684,44.4097,-92.7229,345.0,473.0,118.0,15.0,66.0,161.0
704,LYON,MN,25758.0,0.6188629488869929,44.4135,-95.839,217.0,204.0,68.0,,35.0,71.0
705,STEELE,MN,36683.0,0.5990155244225672,44.0223,-93.226,359.0,392.0,165.0,15.0,57.0,180.0
706,MEEKER,MN,23105.0,0.6917732278808485,45.1231,-94.5273,147.0,275.0,124.0,17.0,56.0,55.0
707,DAKOTA,MN,421453.0,0.418052383330982,44.6719,-93.0654,3655.0,4872.0,1588.0,280.0,826.0,1058.0
708,RICE,MN,66185.0,0.4893795886341983,44.3543,-93.2967,525.0,656.0,219.0,53.0,130.0,183.0
709,ISANTI,MN,39430.0,0.6804621415308438,45.5615,-93.2951,393.0,643.0,253.0,41.0,80.0,73.0
710,STEARNS,MN,158452.0,0.6006836800848706,45.5521,-94.613,1346.0,1707.0,619.0,70.0,322.0,406.0
711,MCLEOD,MN,35832.0,0.6681316581474227,44.8236,-94.2724,286.0,453.0,113.0,46.0,67.0,118.0
712,SCOTT,MN,145275.0,0.521480134144262,44.6485,-93.5359,1769.0,1817.0,533.0,66.0,270.0,421.0
713,WABASHA,MN,21537.0,0.6212756229520688,44.2843,-92.2303,90.0,73.0,44.0,,16.0,38.0
714,CROW WING,MN,64217.0,0.6391357379334379,46.4824,-94.0709,475.0,815.0,259.0,43.0,114.0,174.0
715,BECKER,MN,34011.0,0.6411009741765888,46.9347,-95.674,208.0,396.0,115.0,15.0,36.0,50.0
716,MORRISON,MN,33064.0,0.7577973207894467,46.0126,-94.2684,443.0,388.0,102.0,28.0,61.0,60.0
717,RAMSEY,MN,544442.0,0.2614257188903192,45.0171,-93.0996,2382.0,4602.0,1950.0,366.0,1107.0,1365.0
718,PINE,MN,29223.0,0.6409599400037498,46.1207,-92.7413,182.0,221.0,92.0,,37.0,68.0
719,WRIGHT,MN,134438.0,0.6305413340450828,45.174,-93.9631,1331.0,1843.0,571.0,89.0,261.0,329.0
720,DODGE,MN,20669.0,0.6386313284647576,44.0226,-92.862,119.0,159.0,63.0,,68.0,104.0
721,BELTRAMI,MN,46403.0,0.5038653933606184,47.9738,-94.9377,213.0,266.0,190.0,30.0,72.0,146.0
722,BLUE EARTH,MN,66795.0,0.46409253557460267,44.0346,-94.067,634.0,747.0,243.0,23.0,122.0,180.0
723,SHERBURNE,MN,94463.0,0.6513342444076818,45.4439,-93.7746,1089.0,1600.0,498.0,83.0,182.0,284.0
724,NICOLLET,MN,33954.0,0.47152941176470586,44.3499,-94.2474,290.0,286.0,104.0,13.0,45.0,50.0
725,CARLTON,MN,35633.0,0.4806814276596789,46.5924,-92.677,163.0,224.0,108.0,28.0,45.0,84.0
726,CHISAGO,MN,55315.0,0.6339600809950824,45.5025,-92.9083,275.0,554.0,315.0,60.0,117.0,193.0
727,CARVER,MN,101949.0,0.5124847425445669,44.8208,-93.8026,1316.0,1194.0,290.0,60.0,174.0,283.0
728,ITASCA,MN,45141.0,0.5737359286171454,47.5095,-93.632,353.0,681.0,353.0,54.0,51.0,110.0
729,FILLMORE,MN,20949.0,0.6013507948274442,43.674,-92.0902,95.0,45.0,34.0,,50.0,74.0
730,CLAY,MN,63446.0,0.4666087657805763,46.8924,-96.4907,549.0,575.0,174.0,29.0,38.0,138.0
731,HENNEPIN,MN,1245837.0,0.2724622305941117,45.0046,-93.4769,8722.0,10845.0,3579.0,900.0,2779.0,3535.0
732,FREEBORN,MN,30463.0,0.5695088595552384,43.6738,-93.3488,285.0,250.0,66.0,23.0,98.0,135.0
733,HUBBARD,MN,21019.0,0.63262630158118,47.1086,-94.9166,38.0,181.0,112.0,24.0,35.0,44.0
734,DOUGLAS,MN,37513.0,0.6537968135733498,45.9337,-95.4535,276.0,367.0,152.0,13.0,62.0,129.0
735,ANOKA,MN,350253.0,0.49685504802682684,45.2733,-93.2465,2856.0,4708.0,1575.0,316.0,826.0,1036.0
736,NOBLES,MN,21734.0,0.642570281124498,43.6742,-95.7534,59.0,125.0,23.0,,39.0,47.0
737,OLMSTED,MN,154809.0,0.4343382393171746,44.0038,-92.4018,570.0,663.0,274.0,68.0,302.0,584.0
738,KANDIYOHI,MN,42841.0,0.6178371207258099,45.1524,-95.0047,290.0,368.0,157.0,49.0,69.0,214.0
739,POLK,MN,31521.0,0.632615108375016,47.7739,-96.4019,110.0,251.0,78.0,,39.0,77.0
740,ST. LOUIS,MN,199759.0,,47.6032,-92.4706,1082.0,1463.0,566.0,94.0,274.0,330.0
741,WINONA,MN,50725.0,0.48676995547050383,43.9869,-91.7792,116.0,160.0,119.0,23.0,61.0,197.0
742,MILLE LACS,MN,25865.0,0.6775137858261284,45.938,-93.6301,315.0,382.0,113.0,16.0,55.0,69.0
743,LE SUEUR,MN,28242.0,0.6406826019740754,44.3714,-93.7301,214.0,260.0,102.0,17.0,41.0,74.0
744,WASHINGTON,MN,255938.0,0.4422673365870037,45.0387,-92.8839,1557.0,2595.0,977.0,159.0,491.0,652.0
745,OTTER TAIL,MN,58195.0,0.6538641171460754,46.4088,-95.708,381.0,444.0,168.0,39.0,72.0,166.0
746,RANKIN,MS,152677.0,0.7203311867525299,32.2641,-89.9458,,,,,,
747,HARRISON,MS,204502.0,0.6179653679653679,30.5118,-89.1159,,,,,,
748,NESHOBA,MS,29332.0,0.7109288216696573,32.7535,-89.1176,,,,,,
749,DESOTO,MS,178975.0,0.6103462771267931,34.8754,-89.9918,16.0,23.0,21.0,,25.0,50.0
750,HINDS,MS,238797.0,0.2514225711285564,32.2667,-90.4428,,,,,,
751,FORREST,MS,75224.0,0.5462184873949579,31.1889,-89.2579,,,,,,
752,JONES,MS,68352.0,0.7053936392941411,31.6226,-89.1688,,,,,,
753,JACKSON,MS,142376.0,0.6654382780558459,30.5423,-88.6357,,11.0,,,,
754,WASHINGTON,MS,46057.0,0.2943136383829409,33.2838,-90.9475,,,,,,
755,LAUDERDALE,MS,76279.0,0.5749991999231926,32.4043,-88.6625,,,,,,
756,MADISON,MS,104562.0,0.5531025403828363,32.6347,-90.0337,,,,,,
757,JACKSON,MO,696216.0,0.509841256911281,39.0085,-94.3461,,,,,,
758,ST. LOUIS CITY,MO,,0.16041294717891638,,,,,,,,
759,JEFFERSON,MO,223951.0,0.6602735499794323,38.2611,-90.5377,,,,,,
760,BUCHANAN,MO,88460.0,0.6134214984425378,39.6598,-94.8059,,,,,,
761,CLAY,MO,242516.0,0.5104330444263603,39.3105,-94.4209,,,,,,
762,JASPER,MO,119920.0,0.7206601466992665,37.2036,-94.3406,,,,,,
763,ST. CHARLES,MO,394290.0,0.578284545778026,38.7819,-90.6749,,,,,,
764,ST. LOUIS,MO,996919.0,,38.6405,-90.4433,,,,,,
765,GREENE,MO,289756.0,0.5897743300423132,37.258,-93.342,,,,,,
766,BOONE,MO,177651.0,0.4238987363987364,38.9906,-92.3097,,,,,,
767,SILVER BOW,MT,34770.0,0.4151034408832672,45.9024,-112.6567,214.0,101.0,24.0,42.0,47.0,94.0
768,LAKE,MT,30013.0,0.5606880789125466,47.6459,-114.0893,45.0,47.0,85.0,13.0,67.0,127.0
769,FLATHEAD,MT,99899.0,0.639365323011212,48.2951,-114.0497,329.0,370.0,409.0,252.0,651.0,622.0
770,GALLATIN,MT,108063.0,0.4465546147452063,45.5404,-111.1704,992.0,1198.0,308.0,103.0,280.0,343.0
771,YELLOWSTONE,MT,159008.0,0.6057193304780425,45.9373,-108.2744,433.0,487.0,480.0,407.0,526.0,541.0
772,LEWIS AND CLARK,MT,67805.0,0.5065420560747663,47.1224,-112.3904,208.0,210.0,176.0,85.0,191.0,210.0
773,CASCADE,MT,81625.0,0.5845555973423593,47.308,-111.347,731.0,337.0,449.0,231.0,341.0,538.0
774,MISSOULA,MT,117309.0,0.36851528078886636,47.0365,-113.9237,584.0,269.0,206.0,139.0,371.0,413.0
775,RAVALLI,MT,42512.0,0.6705019819693409,46.0817,-114.1207,199.0,142.0,171.0,64.0,90.0,101.0
776,LANCASTER,NE,313158.0,0.44904574895413574,40.7842,-96.6878,665.0,1153.0,1120.0,234.0,80.0,43.0
777,SCOTTS BLUFF,NE,36074.0,0.7079966384381666,41.8506,-103.708,316.0,184.0,,,,
778,SARPY,NE,181232.0,0.5432985272751978,41.1129,-96.112,2473.0,1278.0,63.0,,,14.0
779,SAUNDERS,NE,21165.0,0.7151943462897526,41.2264,-96.6374,208.0,144.0,33.0,,,
780,DOUGLAS,NE,560617.0,0.43338267545853626,41.2953,-96.1543,11599.0,6597.0,231.0,44.0,75.0,70.0
781,HALL,NE,61265.0,0.664191351440059,40.8726,-98.5022,579.0,271.0,44.0,,21.0,24.0
782,CASS,NE,25888.0,0.6621957602721801,40.9097,-96.1409,328.0,143.0,11.0,,12.0,13.0
783,DAKOTA,NE,20173.0,0.5778628201354136,42.3911,-96.5646,310.0,198.0,,,11.0,16.0
784,DAWSON,NE,23733.0,0.7108302462410111,40.8699,-99.8196,159.0,62.0,,,19.0,11.0
785,PLATTE,NE,33174.0,0.7775154724685766,41.5713,-97.5211,338.0,164.0,14.0,,,
786,BUFFALO,NE,49209.0,0.7054135402094196,40.8552,-99.075,336.0,191.0,17.0,12.0,18.0,28.0
787,MADISON,NE,35080.0,0.7573739295908658,41.9167,-97.6008,370.0,161.0,,11.0,11.0,
788,ADAMS,NE,31587.0,0.6906588138611149,40.5245,-98.5012,285.0,154.0,21.0,20.0,30.0,44.0
789,LINCOLN,NE,35263.0,0.7640731864149178,41.0477,-100.7453,605.0,282.0,,,,
790,DODGE,NE,36665.0,0.6508651339179901,41.5779,-96.654,527.0,320.0,39.0,,,
791,GAGE,NE,21594.0,0.672659920491507,40.2619,-96.6894,260.0,152.0,,,,
792,WASHINGTON,NE,20361.0,0.6914525094658825,41.5311,-96.222,231.0,168.0,29.0,,,
793,NYE,NV,44380.0,0.6906919924337958,38.0423,-116.4719,71.0,77.0,74.0,48.0,343.0,291.0
794,CLARK,NV,2182004.0,0.4430787363674885,36.2152,-115.0135,5809.0,7091.0,4174.0,7333.0,22521.0,11011.0
795,CHURCHILL,NV,24259.0,0.7271950935486375,39.5809,-118.3358,53.0,57.0,37.0,55.0,86.0,51.0
796,WASHOE,NV,456936.0,0.4629895696073918,40.6657,-119.6643,1434.0,1211.0,646.0,566.0,1552.0,850.0
797,ELKO,NV,52297.0,0.7621259734936466,41.1458,-115.3577,134.0,157.0,232.0,162.0,240.0,172.0
798,ROCKINGHAM,NH,306359.0,0.48218794957695754,42.9876,-71.1254,2086.0,1960.0,679.0,163.0,280.0,78.0
799,BELKNAP,NH,60887.0,0.5443723789429814,43.5179,-71.4227,213.0,429.0,157.0,52.0,78.0,
800,MERRIMACK,NH,149917.0,0.44219141473191914,43.2975,-71.6802,714.0,764.0,283.0,74.0,128.0,18.0
801,CHESHIRE,NH,76042.0,0.40474898236092266,42.9194,-72.2512,437.0,352.0,310.0,39.0,67.0,13.0
802,STRAFFORD,NH,129124.0,0.41427523234958424,43.297,-71.0289,973.0,1141.0,387.0,176.0,112.0,31.0
803,GRAFTON,NH,89777.0,0.368843345810325,43.9406,-71.8208,435.0,575.0,237.0,47.0,71.0,20.0
804,CARROLL,NH,48138.0,0.4861382860239005,43.8738,-71.2031,218.0,303.0,95.0,39.0,32.0,14.0
805,COOS,NH,31741.0,0.521768089615501,44.6896,-71.3056,169.0,214.0,119.0,22.0,42.0,
806,HILLSBOROUGH,NH,413035.0,0.4530377888724826,42.9153,-71.7161,2591.0,2746.0,1056.0,224.0,363.0,123.0
807,SULLIVAN,NH,43104.0,0.47202625102543067,43.3614,-72.2222,116.0,199.0,141.0,63.0,28.0,
808,SOMERSET,NJ,329838.0,0.3873689194496904,40.5635,-74.6163,4169.0,2610.0,701.0,305.0,814.0,859.0
809,HUNTERDON,NJ,124823.0,0.5122504214049999,40.5673,-74.9122,1592.0,1025.0,229.0,127.0,252.0,303.0
810,PASSAIC,NJ,503637.0,0.4112924494986746,41.0344,-74.3008,7945.0,6582.0,1561.0,616.0,1253.0,1306.0
811,HUDSON,NJ,670046.0,0.26294976986191715,40.7351,-74.0777,10469.0,7411.0,1653.0,528.0,1522.0,1604.0
812,BURLINGTON,NJ,445702.0,0.39520529872235627,39.8777,-74.6681,4800.0,3782.0,1036.0,321.0,1185.0,1531.0
813,CAMDEN,NJ,506738.0,0.3257815098104423,39.8035,-74.9597,5313.0,5186.0,1543.0,416.0,1201.0,1641.0
814,OCEAN,NJ,596415.0,0.6375689572377282,39.8855,-74.2813,10289.0,5620.0,1245.0,766.0,2089.0,2517.0
815,ESSEX,NJ,795404.0,0.2185710851956642,40.7872,-74.247,11811.0,9461.0,2087.0,853.0,2281.0,2193.0
816,BERGEN,NJ,930390.0,0.41225655391056554,40.9596,-74.0742,14160.0,8615.0,2997.0,823.0,2413.0,2476.0
817,GLOUCESTER,NJ,291165.0,0.4826995030523475,39.7173,-75.1414,2924.0,2764.0,801.0,212.0,728.0,937.0
818,UNION,NJ,554033.0,0.3162246878347451,40.66,-74.3085,8000.0,6059.0,1314.0,582.0,1320.0,1492.0
819,CUMBERLAND,NJ,151906.0,0.4639148827073452,39.3738,-75.1108,1148.0,1249.0,630.0,173.0,373.0,553.0
820,MIDDLESEX,NJ,825920.0,0.3832306697795182,40.4391,-74.4117,11042.0,8297.0,2008.0,726.0,2008.0,2253.0
821,MERCER,NJ,367922.0,0.29241127041290116,40.2834,-74.7018,3436.0,2561.0,888.0,258.0,638.0,825.0
822,MORRIS,NJ,493379.0,0.4715122844294773,40.862,-74.5445,7301.0,4101.0,835.0,360.0,1112.0,1233.0
823,SALEM,NJ,62990.0,0.555008549024232,39.5876,-75.3491,610.0,641.0,150.0,46.0,151.0,218.0
824,MONMOUTH,NJ,621659.0,0.5072259494223207,40.2603,-74.2213,11475.0,6301.0,1499.0,1040.0,2971.0,2614.0
825,ATLANTIC,NJ,266105.0,0.4601695338889246,39.4777,-74.661,3623.0,2746.0,618.0,164.0,957.0,1158.0
826,WARREN,NJ,105862.0,0.5719808511688355,40.8572,-74.9973,1383.0,1109.0,275.0,83.0,157.0,247.0
827,CAPE MAY,NJ,93086.0,0.5745226461517137,39.149,-74.8002,1086.0,739.0,246.0,137.0,363.0,697.0
828,SUSSEX,NJ,141483.0,0.5877444292860391,41.1393,-74.6909,2639.0,1781.0,412.0,134.0,287.0,313.0
829,SANTA FE,NM,149293.0,0.2229073175477641,35.5069,-105.9763,291.0,273.0,330.0,171.0,291.0,313.0
830,TAOS,NM,32786.0,0.21622722775158607,36.5783,-105.631,72.0,44.0,30.0,39.0,81.0,44.0
831,DOÑA ANA,NM,,,,,995.0,568.0,264.0,148.0,243.0,390.0
832,CURRY,NM,49732.0,0.691609827163764,34.5742,-103.347,112.0,69.0,143.0,79.0,167.0,264.0
833,LEA,NM,70277.0,0.7902763170475189,32.7921,-103.4125,242.0,90.0,97.0,89.0,211.0,1262.0
834,MCKINLEY,NM,72438.0,0.29453296080948427,35.5807,-108.2618,102.0,112.0,119.0,49.0,198.0,273.0
835,CHAVES,NM,65144.0,0.6975894488259146,33.3633,-104.4669,116.0,213.0,97.0,56.0,186.0,541.0
836,OTERO,NM,66137.0,0.6160536252174282,32.6132,-105.7415,293.0,173.0,206.0,81.0,274.0,332.0
837,SANDOVAL,NM,142704.0,0.4463572007000862,35.6886,-106.8659,521.0,484.0,277.0,136.0,384.0,471.0
838,EDDY,NM,57732.0,0.7516148479889759,32.4715,-104.3043,193.0,164.0,68.0,81.0,438.0,812.0
839,RIO ARRIBA,NM,39159.0,0.3252345441424104,36.5096,-106.6931,76.0,119.0,131.0,120.0,107.0,107.0
840,GRANT,NM,27669.0,0.45396605472809143,32.7389,-108.3824,126.0,79.0,27.0,31.0,37.0,49.0
841,LUNA,NM,24083.0,0.543996050845366,32.1822,-107.7498,133.0,74.0,43.0,27.0,50.0,71.0
842,BERNALILLO,NM,677858.0,0.3656758714065304,35.0513,-106.6701,2281.0,2285.0,1533.0,661.0,1701.0,2344.0
843,SAN MIGUEL,NM,27738.0,0.2966785187754748,35.4804,-104.8158,74.0,34.0,23.0,40.0,70.0,95.0
844,SAN JUAN,NM,126515.0,0.6286380846751062,36.5085,-108.3206,219.0,804.0,919.0,275.0,282.0,440.0
845,CIBOLA,NM,26891.0,0.4464787150398742,34.9125,-107.9997,71.0,53.0,38.0,16.0,31.0,49.0
846,VALENCIA,NM,76027.0,0.537968212659169,34.7155,-106.809,254.0,246.0,167.0,124.0,180.0,328.0
847,JEFFERSON,NY,112842.0,0.5807745473498153,44.0494,-75.921,351.0,393.0,338.0,76.0,70.0,101.0
848,SARATOGA,NY,228502.0,0.45902093503848573,43.1074,-73.8639,873.0,729.0,269.0,62.0,269.0,394.0
849,ALBANY,NY,306968.0,0.33013630458808096,42.6002,-73.9736,1756.0,1391.0,432.0,77.0,372.0,781.0
850,SCHOHARIE,NY,31222.0,0.6263757115749525,42.5882,-74.4421,189.0,171.0,60.0,14.0,35.0,60.0
851,TOMPKINS,NY,102642.0,0.24096594857539957,42.452,-76.4736,445.0,214.0,171.0,37.0,111.0,177.0
852,FRANKLIN,NY,50477.0,0.49783728115345005,44.5929,-74.3038,210.0,168.0,54.0,13.0,11.0,89.0
853,ESSEX,NY,37459.0,0.4610169491525424,44.1172,-73.7726,86.0,91.0,37.0,,47.0,57.0
854,WARREN,NY,64276.0,0.48631642578447,43.561,-73.846,360.0,278.0,161.0,35.0,109.0,235.0
855,OTSEGO,NY,59972.0,0.5095843815327924,42.6338,-75.0326,581.0,348.0,109.0,16.0,28.0,131.0
856,QUEENS,NY,2287388.0,0.26767216531696747,40.7023,-73.8203,36242.0,19726.0,4565.0,1644.0,6520.0,7040.0
857,NEW YORK,NY,1631993.0,0.12144909146641385,40.7781,-73.9675,18483.0,9119.0,2088.0,1158.0,5825.0,5098.0
858,RICHMOND,NY,474893.0,0.5659502797167495,40.5808,-74.1524,9195.0,5866.0,1480.0,768.0,2370.0,2501.0
859,WESTCHESTER,NY,968890.0,0.31305203725136016,41.1623,-73.7561,12143.0,6777.0,1487.0,564.0,1983.0,2613.0
860,ONTARIO,NY,109511.0,0.48329866023133894,42.8528,-77.2998,551.0,680.0,196.0,23.0,106.0,162.0
861,MONTGOMERY,NY,49302.0,0.5998776240233455,42.9023,-74.4397,339.0,334.0,115.0,,38.0,101.0
862,SCHENECTADY,NY,154859.0,0.40780833366498187,42.8181,-74.0586,1032.0,847.0,409.0,55.0,203.0,501.0
863,DELAWARE,NY,44995.0,0.5801768223975037,42.1981,-74.9665,409.0,250.0,83.0,35.0,39.0,101.0
864,BROOME,NY,193188.0,0.4684792607012215,42.1602,-75.8196,1671.0,1287.0,538.0,109.0,173.0,475.0
865,LEWIS,NY,26572.0,0.6822644983123658,43.7847,-75.4488,189.0,163.0,210.0,22.0,22.0,54.0
866,CHAUTAUQUA,NY,128496.0,0.5831186213819642,42.2282,-79.3663,603.0,647.0,256.0,45.0,53.0,206.0
867,GREENE,NY,47424.0,0.5636255924170616,42.2765,-74.1227,280.0,261.0,131.0,12.0,57.0,79.0
868,WASHINGTON,NY,61616.0,0.5641633635334088,43.3137,-73.4308,375.0,298.0,162.0,25.0,59.0,126.0
869,PUTNAM,NY,98787.0,0.5293575328102968,41.4267,-73.7495,1291.0,776.0,141.0,58.0,150.0,268.0
870,NASSAU,NY,1356509.0,0.4424833653633888,40.7328,-73.5864,15567.0,8923.0,2009.0,758.0,3213.0,4095.0
871,CATTARAUGUS,NY,77121.0,0.6326746244788395,42.2486,-78.6789,333.0,522.0,285.0,31.0,75.0,97.0
872,GENESEE,NY,57808.0,0.6413645475858788,43.0009,-78.1938,363.0,352.0,173.0,19.0,15.0,58.0
873,NIAGARA,NY,210820.0,0.5346632845726927,43.2001,-78.7452,1273.0,2278.0,693.0,65.0,220.0,287.0
874,CAYUGA,NY,77425.0,0.5307943416757345,42.9175,-76.5545,246.0,437.0,243.0,41.0,78.0,274.0
875,RENSSELAER,NY,159185.0,0.45646682174032666,42.7111,-73.5097,1041.0,796.0,254.0,55.0,248.0,427.0
876,ST. LAWRENCE,NY,108913.0,0.5436189718779685,44.4964,-75.0691,391.0,1544.0,173.0,48.0,65.0,216.0
877,ORLEANS,NY,40904.0,0.6621164136726002,43.2521,-78.2312,188.0,390.0,183.0,16.0,14.0,75.0
878,OSWEGO,NY,118339.0,0.585903886822723,43.4269,-76.1414,661.0,593.0,303.0,50.0,64.0,228.0
879,ORANGE,NY,380085.0,0.4904417068174605,41.4021,-74.3055,6317.0,3137.0,801.0,262.0,812.0,769.0
880,ONEIDA,NY,229959.0,0.5622640025173065,43.2417,-75.4359,1006.0,987.0,558.0,168.0,195.0,462.0
881,HERKIMER,NY,62057.0,0.6383626522327469,43.4197,-74.9625,198.0,201.0,155.0,35.0,53.0,111.0
882,COLUMBIA,NY,60371.0,0.40423688549788994,42.2501,-73.6318,264.0,188.0,130.0,11.0,58.0,66.0
883,SULLIVAN,NY,75116.0,0.5312820220881248,41.7164,-74.7681,773.0,699.0,207.0,47.0,107.0,235.0
884,CHENANGO,NY,47909.0,0.6014185662666726,42.4935,-75.6116,395.0,423.0,155.0,43.0,55.0,150.0
885,DUTCHESS,NY,293754.0,0.44026888056409613,41.7651,-73.7429,3498.0,2205.0,656.0,122.0,484.0,956.0
886,TIOGA,NY,48686.0,0.5876440206595153,42.1703,-76.3063,373.0,406.0,206.0,46.0,36.0,90.0
887,CLINTON,NY,80583.0,0.4633947863175913,44.7462,-73.6782,495.0,353.0,118.0,19.0,44.0,54.0
888,CORTLAND,NY,47865.0,0.4928284304768865,42.595,-76.0703,269.0,197.0,220.0,40.0,41.0,119.0
889,LIVINGSTON,NY,63591.0,0.5743618903209502,42.7281,-77.7755,234.0,354.0,286.0,49.0,30.0,65.0
890,WAYNE,NY,90519.0,0.5819102396127113,43.1566,-77.0294,408.0,577.0,278.0,50.0,78.0,206.0
891,WYOMING,NY,40305.0,0.7133398347277113,42.7024,-78.2245,225.0,274.0,136.0,16.0,38.0,20.0
892,STEUBEN,NY,96422.0,0.6336314386447673,42.2678,-77.3838,471.0,567.0,332.0,57.0,52.0,109.0
893,ERIE,NY,919355.0,0.41428772177093753,42.764,-78.7323,9888.0,11401.0,2634.0,362.0,1239.0,1693.0
894,ULSTER,NY,178665.0,0.38294621026894865,41.8881,-74.2586,2062.0,1411.0,345.0,61.0,243.0,464.0
895,KINGS,NY,2589974.0,0.2203133488341772,40.6395,-73.9385,36811.0,21945.0,5234.0,1862.0,8879.0,8879.0
896,BRONX,NY,1435068.0,0.15666086184288122,40.85,-73.866,20874.0,11168.0,2953.0,1243.0,3902.0,4318.0
897,MONROE,NY,743341.0,0.37982106863381654,43.1464,-77.6961,4265.0,6899.0,4145.0,675.0,899.0,1847.0
898,ONONDAGA,NY,462872.0,0.3844903812699948,43.0058,-76.1946,1826.0,2647.0,1285.0,292.0,505.0,1024.0
899,ALLEGANY,NY,46688.0,0.67647762622637,42.2574,-78.0276,138.0,233.0,183.0,23.0,17.0,33.0
900,CHEMUNG,NY,84895.0,0.5520384780035759,42.1413,-76.76,422.0,484.0,300.0,59.0,65.0,155.0
901,MADISON,NY,71205.0,0.5372088951146909,42.9128,-75.6696,264.0,245.0,145.0,22.0,46.0,108.0
902,SUFFOLK,NY,1483832.0,0.49588653567795304,40.8686,-72.8448,15394.0,9621.0,2326.0,733.0,2629.0,3630.0
903,FULTON,NY,53646.0,0.6388334995014955,43.1138,-74.4222,447.0,385.0,127.0,30.0,42.0,97.0
904,ROCKLAND,NY,324422.0,0.4834556516339567,41.1524,-74.0241,3120.0,1489.0,275.0,118.0,382.0,559.0
905,HAYWOOD,NC,61053.0,0.6248700125882546,35.556,-82.9822,190.0,235.0,139.0,49.0,292.0,416.0
906,GASTON,NC,219271.0,0.6323312957800135,35.2944,-81.1803,1138.0,1320.0,736.0,349.0,1144.0,1716.0
907,VANCE,NC,44479.0,0.39959045668841375,36.3649,-78.4079,295.0,227.0,78.0,25.0,102.0,184.0
908,CABARRUS,NC,206615.0,0.539440572564341,35.3868,-80.5519,1374.0,1628.0,616.0,329.0,1310.0,1680.0
909,DUPLIN,NC,58967.0,0.6072198987453225,34.9365,-77.933,255.0,231.0,100.0,76.0,559.0,713.0
910,PENDER,NC,60399.0,0.6425707512657672,34.5248,-77.9051,310.0,324.0,156.0,66.0,394.0,529.0
911,SCOTLAND,NC,35076.0,0.5057868020304569,34.8409,-79.4804,80.0,169.0,99.0,63.0,278.0,258.0
912,PERSON,NC,39345.0,0.6021741116287568,36.39,-78.9718,194.0,116.0,133.0,77.0,192.0,217.0
913,MONTGOMERY,NC,27252.0,0.6546034710872441,35.3325,-79.9055,120.0,81.0,46.0,40.0,100.0,135.0
914,WAKE,NC,1069079.0,0.35800294382982767,35.7903,-78.6503,6275.0,5812.0,3054.0,924.0,4507.0,6870.0
915,ROWAN,NC,140296.0,0.6715480601569311,35.6395,-80.5248,822.0,882.0,425.0,234.0,840.0,1228.0
916,SAMPSON,NC,63385.0,0.608393318890209,34.9915,-78.3714,551.0,408.0,145.0,155.0,406.0,481.0
917,FRANKLIN,NC,66362.0,0.5595834114213809,36.0828,-78.2857,577.0,535.0,282.0,64.0,248.0,365.0
918,HERTFORD,NC,24012.0,0.3271581719014482,36.3591,-76.982,52.0,66.0,34.0,11.0,26.0,84.0
919,WAYNE,NC,123603.0,0.5529466841925204,35.364,-78.004,321.0,450.0,321.0,184.0,516.0,606.0
920,FORSYTH,NC,375195.0,0.4226362597505838,36.1306,-80.2563,1444.0,1856.0,894.0,297.0,1280.0,2182.0
921,LEE,NC,60481.0,0.5677399338113623,35.4752,-79.1715,228.0,215.0,173.0,68.0,418.0,521.0
